Brasil	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010 (1)	2011 (1)	2012 (1)	2013 (1)	2014 (1)
Brasil	5,9	8,3	9,2	18,1	9,3	13,8	27,1	11,8	22,6	12,7	12,4	35,9	25,4	34,7	50,1	78,4	89,9	58,2	37,9	26,5	26,7	20,1	16,4	19,4	19,9	29,6	34,6	33,9	41,2	45,4	38,2	54,4	90,4	100,6	101,0	131,5	201,7	248,5	149,1	206,1	628,0	1304,5	2595,6	416,7	969,0	1996,2	2240,2	77,5	18,3	7,7	4,9	8,0	5,5	8,1	9,9	14,0	7,8	7,5	6,7	6,4	8,9	7,4	8,6	8,3	5,9	6,5	6,9
